Text,Lebel,Month
মুশি আমাদের হৃদয়ে থাকবে সবসময় ,0,4
ওডিঅাই ও টেস্টের জন্য শুভকামনা রইল দুই জনের জন্য,0,4
"আলাদীনের চেরাগ পেলে একটা জিনিস চাইতাম, এই পাঁচজনকে আর একবারের জন্য এক টিমে দেখতে চাই। সোনালী দিনগুলো পার করে ফেলেছি.!",0,4
সবকিছুর জন্য ধন্যবাদ মুশি,0,4
"শুভকামনা মুশফিক, আশা করি ওয়ানডে ও টেস্ট ও ভালো করবেন।",0,4
"ইনশাআল্লাহ, যারা দেশের জন্য লড়েছে এ দেশের মানুষ তাঁদের অবদান কখনো ভুলবে না",0,4
"বাকি ২টা ফরমেটে আশা করি বাংলাদেশে কে আরো অনেক কিছু দিবে,ইনশাআল্লাহ্",0,4
আমাদের হৃদয়ের স্পন্দন মুশফিকুর রহিম,0,4
ভালো সিদ্ধান্ত অনেক দিয়েছেন আপনি বাংলাদেশের ক্রিকেট আপনাকে কখনো ভুলবে না।,0,4
আপনারা দুইজনেই মাশরাফির মতো ছুড়ে ফেলে দেয়ার আগে সরে গিয়ে অনেক ভালো করেছেন।,0,4
তামিম হল খান বংশের ছেলে ওর মধ্যে কোনো ইগো কাজ করেনা,0,4
মুশফিক নিঃসন্দেহে বাংলাদেশের ক্রিকেট ইতিহাসে অন্যতম সেরা ব্যাটসম্যান। ,0,3
একটা সময় ছিল মুশফিক কোন ম্যাচে খারাপ খেলেছে এমন সচারাচর দেখা ই যেত না,0,4
মুশফিকুর রহিম মানি বাংলাদেশের ব্যাটিং এর শেষ ভরসা আপনাকে আজীবন ক্রিকেট প্রেমিরা মিস করবে।,0,4
নীরবে প্রস্থান করার জন্য ধন্যবাদ মিঃ ডিপেন্ডেবল,0,4
সামনে টি-টুয়েন্টি বিশ্বকাপে আপনাদের দুজনকেই অনেক মিস করবো,0,4
"তামিম, মুশফিকের সোনালী অর্জন আমরা কোনদিন ভুলব না।",0,5
মুশফিকের সিদ্ধান্ত সম্পুর্ণ সঠিক মনে করি,0,6
"সঠিক সময় সঠিক সিদ্ধান্ত নেওয়াই ভাল।মুশির মতো একটা প্লেয়ারকে ছুড়ে ফেলে দিলে মুশির যেমন কষ্ট লাগবে, তেমনি তার ভক্তদের ও কষ্ট লাগবে।",0,4
"লের অনেক ক্রিটিকাল সময় হারা দলকে জিতিয়েছেন। । আমরা শুধু মানুষের দুঃসময় মনে রাখি, অবদানকে নয়। আপনার জন্য চিরন্তন ভালোবাসা প্রিয় মুশি।",0,6
"ক্রিকেটের এই লম্বা জার্নিতে অনেক চাওয়া পাওয়া দিয়েছেন,হেরে যাওয়া দলকে জিতিয়েছেন, কখনো সর্বোচ্চ চেষ্টা করেও হয়তো পারেননি",0,3
ভাই তুমি টি২০ তে ফিরে এসো! তোমাকে খুব দরকার!,0,4
"নব্বই দশকের আমরা যারা ক্রিকেট প্রেমি আছি,",0,3
আপনাদের খেলা দেখেই আনন্দ কুড়িয়েছি।,0,3
"লড়বে বাংলাদেশ, জিতবে বাংলাদেশ। ",0,4
"হারলে, তিন রাইত ঘুম হয় না ! ",0,8
"আপনাদের মিস করবো, এশিয়া কাপ ও টি২০ বিশ্বকাপে।",0,8
আপনাকে ভীষণ মিস করবো তামিম ভাই!,0,9
অভিমানী তামিম ভাই,0,9
আপনাকে ছাড়া T20,0,9
কখনো ভাবতে পারিনি এতো তাড়াতাড়ি,0,6
বাংলার ক্রিকেট প্রেমীদের কথা চিন্তা করে অবসরের সিদ্ধান্ত পুন বিবেচনা করুন,0,4
আশা নয় বিশ্বাস সাকিব্বাইয়ের নেতৃত্বে মুখ থুবরে থাকা টি-টোয়েন্টি টিম ঘুরে দাঁড়াবে। শুভ কামনা রইলো ,0,6
আশা করি এশিয়া কাপে শুভ সূচনা হবে আফগানদের হারিয়ে..,0,3
"তামিম, লিটন থাকলে সমীকরণটা ভিন্ন হতো। তবুও লড়বে বাংলাদেশ, জিতবে বাংলাদেশ।",0,4
"সবাই তো খেলা উপভোগ করবে,আমি পুরো মাঠে একটা শুন্যতা অনুভব করবো",0,3
"তামিম ইকবাল ছাড়া বাংলাদেশের ওপেনিং সবসময়ই অসম্পূর্ণ, তা যেকোনো ফরম্যাটেই হোক।",0,3
সকাল ব্যর্থতা ভুলে গিয়ে এশিয়া কাপে ভালো কিছুর পত্যয়! ,0,4
২৮ নাম্বার জার্সীধারী মানুষটাকে মিস করবে পুরো বাংলাদেশ,0,8
–শুভ কামনা রইল বাংলাদেশ ক্রিকেট টিমের জন্য,0,8
আমার পছন্দের একটা মানুষ আপনি.!,0,9
তবে কিছু না বলে পারছিনা.!,0,9
নিজের ইগো এবং জেদের কারণে টি২০ থেকে সরে গিয়েছেন.!,0,9
আপনার শূন্যতা থেকেই গেল ভাই।,0,9
তরুণদের সুযোগ করে দিতে জায়গা ছাড়লেন!,0,9
"দেখেন আপনার তরুণদের! হ্যাটাররা যতই বলুক, দিনশেষে আর ম্যাচ শেষে আপনার শূন্যতা সবাই উপলব্ধি করে",0,9
আপনাকে খুব মিস করবো কারণ আপনার মত ওপেনার এখনো তৈরি হয় নাই বাংলাদেশ দলে,0,9
"দেশের মানুষ আপনাকে চায়, কোটি ভক্তের পক্ষ থেকে আমি বলছি,আপনার অব দান আমরা ভুলি নাই।",0,8
ব্যক্তির সাথে রাগ করে দেশের ক্রিকেটের ক্ষতি করলেন!,0,6
"হারলেও বাংলাদেশ, না জিতলেও বাংলাদেশ",0,6
"পনাকে খুব মিস করবো কিং,,,, আমার সব চেয়ে প্রিয় আমার আইডল",0,7
এত কইরা বলার পরেও ফিরলেন না। ভালোবাসার মূল্য দিলেন না,0,7
কালকে বাংলাদেশের খেলা ভাই আপনাকে খুব মিস করবো,0,7
খান সাহেব অতচ আপনার এখন দুবাইতে টিমের সাথে থাকার কথা ছিল। ,0,7
যে যাই বলুক বাংলাদেশের যেকোন ফরম্যাটের ওপেনিং এ আপনার বিকল্প আমি খুঁজে পায়না। ,0,7
চলমান এশিয়া কাপে চরম মিস করব আপনাকে।,0,7
দুজনেই আমার সব থেকে প্রিয় খেলোয়াড়,0,8
সেই আশরাফুলকে তোমরা কতটা মূল্যায়ন করেছো নাজমুল পাপনের বিসিবি।,0,9
এখন খেলা নিয়ে চিন্তা করছি না,0,9
মিনহাজুল আর ডোমিঙ্গো মুশি কে বাঁশ দিতে গিয়ে বাংলাদেশ কে বাঁশ দিচ্ছে না তো!!,0,9
অথচ দলের প্রানভোমরার ছবিটাই নেই? শেইম!,0,9
"

কোন বল কিভাবে খেলতে হয় আজও আমাদের টাইগাররা শুধু শিখছেই!",0,9
জানিনা আমাদের বাংলাদেশ ঠিক কি খেলছে!,0,9
টেস্ট? ওয়ানডে?,0,9
গত বিশ বছর যাবৎ এরা শুধু শিখছেই!,0,8
"আসেন তাড়াতাড়ি লিটনকে গালাগালি শুরু করি। পাওয়ার প্লে শেষ কইরা সলিড ওপেনারকে নামাবেন, আবার পাওয়ার প্লের স্কোর আশা করবেন।
ডমিংগো আসলেই অসাধারন টেকটেশিয়ান।",0,6
"নাইম, মেহেদি এরা কি ওপেনিং করার যোগ্য? ",0,6
 আরো পাকিস্তানের মত টিমের বিরুদ্ধে আরো পাকিস্তানের মাটিতে।,0,7
আর লিটন সৌম্য কি ৬/৭ নাম্বারে ব্যাট করবে?,0,7
তামিমরে বাদ দিয়ে আফিফ আর লিটনরে দিয়ে ওপেন করান,0,7
"বল ফাস্ট হলে ভালো হতো
এই ম্যাচ টা ও হাতছাড়া হবে।",0,7
মোস্তাফিজ এর কারনে হারতে হয়েছে ।,0,7
দাওয়াত দিয়ে নিয়ে এসে একটু আস্তে বল করবে বলেই সবাই ভেবেছিলাম।,0,7
অসাধারণ ওডিআই ম‍্যাচ,0,8
 আমার পাকিস্তান এ ক্রিকেট লেখতে গেছি যেখানে আজ আমাদের জাতীয় সংগীত টা কে মাজ পথে শেষ করে দিছে যা ১৬ কটি মানুষের জন্য লজ্জা,0,9
"অযথা বাহিরে বের হবেন না,হলেও পর্যাপ্ত সিকিরিটি নিয়ে বাহির হবেন৷ পাকিস্তানে যেকোন সময় যে কেউ হামলা করতে পারে ৷",0,9
এটা সম্পর্ণ অন্যায় করা হইছে মুশফিকের সাথে 😥😥😥,0,9
রাসেল ব্যাটিং করার চান্স পায় নি খুব একটা।সেজন্য তাকে টুর্নামেন্ট  সেরা নির্বাচিত করেছে। ।,0,9
"যাহোক নির্বাচক, আম্পায়ারের সিদ্ধান্ত মেনে নিতে হবে।",0,9
"শেষ ম্যাচ দুটি ম্যাচে সুযোগ পায়,তার সঠিক ব্যবহার করে দলকে ফাইনালে নিযে যায় এবং চ্যাম্পিয়ন করে।",0,9
"রাসেলের চেয়ে এ দৌড়ে এগিয়ে ছিল সৌম্য, মুশফিক, মেহেদি হাসান,আফিফরা",0,9
ইনশাআল্লাহ.... মুশফিকের হাতে ট্রফিটা উঠবে।আমরা সেই অপেক্ষায় আছি।,0,8
"হারবে ঢাকা,  দেখবে দেশ 😃😄😆",0,6
এবারের বিপিএল এর এই পর্যন্ত  বেস্ট স্কোর মনে হয়!!!,0,6
"মুসফিকের কপালে সেঞ্চুরি নাই,,😔",0,7
শুধু তামিম ভাইয়ের জন্য ঢাকা করে এরকম কে কে আছে দেখি লাইক দিয়ে যান,0,7
"আমরা সারাদিন রাত ব্রোর হাইলাইটস দেখি আবার নতুন করে ঘোষনা দেঢা লাগবে!
",0,7
ঘুমাতে গেলেও ব্রোর হাইলাইটস ঘুম থেকে উঠলেও ব্রোর হাইলাইটস।,0,7
ফরম ইম্রুল ব্রোর পাগলা ফ্যান🕴,0,7
সিলেটের টিমকে আর দেখতে চাই না,0,7
পাপনের দুর্নিতি ও অনিয়ম এর কারণে বাংলাদেশের ক্রিকেট  ভবিৎস অন্ধকারে  ,0,8
" সাকিব রে একটা ভোট দিয়া আয়,,,, ধনির সাথে কোয়াটার ফাইনালে পরছে সাকিব!! সাকিব ৪৯% ভোট পাইছে এই পর্যন্ত  😥😥",0,7
এসব না দেখিয়ে ইম্রুল ব্রোর হাইলাইটস দেখানোর ব্যবস্থা করেন তাহলে আমরা খুশি হবো,0,7
শফিউল একাই পাচ উইকেট?😲,0,7
"
কিন্তু যানিনা তা আধো সম্ভব কিনা...কারন যতবারই আমারা রেন্ডিয়ার সাথে ফাইনাল খেলছি হেরেই গেছি ...হয়তো আমাদের বাজে পারফমেন্স বা ওদের চিটারীর জন্য..
দোয়া করি এবার যেন এমন কিছু না হয়🇧🇩🇧🇩🇧🇩🇧🇩",0,1
অনেক উইকেট 🤫,0,1
শুভেচ্ছা ও শুভকামনা ভদ্র ক্রিকেটার,0,1
ফাইনালের জন্য শুভকামনা রইলো অনেক.,0,1
বিশেষ করে মাহমুদুল হাসান জয় ...এক কথায় অসাধারন,0,2
অনভিজ্ঞ নতুন প্লেয়ারদের নিয়ে টেস্ট ক্রিকেটে এগিয়ে যাওয়া সম্ভব না ,0,2
সত্যিই অসাধারন খেলেছে যুবারা,0,2
"এতে, টেস্ট ক্রিকেটও অসুন্দর হচ্ছে ",0,2
বাংলাদেশ জিতবে ইনশাআল্লাহ...,0,2
"ইনশাআল্লাহ। ছোট্ট বাঘেরা প্রথমবারের মতো বাংলাদেশকে বিশ্বকাপ এনে দিতে যাচ্ছে। ❤
ইনশাআল্লাহ। ❤ 🇧🇩",0,4
এই দল টি কে জাতীয় দলের জন্যে পারফেক্ট,0,4
একটি প্রেডিকশন  দিছিলাম ১১০ অথবা ১৪০ অইটাই হব্র,0,4
আগামী ১৫টা ওভার সিঙ্গেলে পড়ে থেকে ২জন সেট হয়ে মাঠে থাকাই শ্রেয়!,0,4
ইমন আউট  হওয়ার সাথে সাথে ম্যাচটা ও হাত ছাড়া হয়ে গেলো 😥😥😥,0,6
 স্কটল্যান্ড এর সাথে বাংলাদেশের গ্রুপ পর্বের খেলা শেষ হবার পরই  খবর এলো ক্যাপ্টেন আকবরের বড় বোন খাদিজা যমজ সন্তান জন্ম দিতে গিয়ে মারা গেছে  ,0,3
"জানি না এই শোক কাটিয়ে , ম্যাচের বিপর্যয়কালীন পরিস্থিতি তে নেমে নিজেকে কিভাবে কুল রেখে এই জয়টা ইনসিউর করলো  🙂",0,4
"অভিনন্দন, অনুর্ধ্ব-১৯ জুনিয়র টাইগার্স!!  
",0,3
অবশেষে ইন্ডিয়াকে হারিয়ে প্রথমবারের মতো চ্যাম্পিয়ন হওয়ার গৌরব অর্জন করলো বাংলাদেশের যুবরা,0,3
বাংলাদেশ জাতীয় টিম ও  ১৯ যুব টিমের মধ্যে তিন ম্যাচের সিরিজ আয়োজন করে যারা সিরিজ জিতবে তারাই দেশের প্রতিনিধিত্ব করবে।,0,4
পাকিস্তানের উপর যে রাগ গুলো তৈরী হচ্ছে সেগুলো জিম্বাবুয়ের উপর ঢেলে দেওয়া হবে,0,8
"বাংলাদেশ আর পাকিস্তানের জার্সিটার অনেকটা মিল আছে ।
অমিল খুঁজতে গেলে শুধুমাত্র বাংলাদেশ লেখার জায়গাটা লাল হওয়াতে একটু বোঝা যাচ্ছে ।
বোর্ড প্রতিবছর জার্সির পেছনে এত টাকা খরচ করতেছে একটা ভালো ডিজাইনার রাখতে পারতেছে না ?
প্রতিবারের জার্সি গুলো পূর্বের জার্সি গুলো same ডিজাইন হয়ে থাকে ।
এইগুলো বোর্ড কবে নজর দিবে ?",0,8
জিম্বাবুয়ের বিরুদ্ধে খেললে বাংলাদেশের উন্নতি হবেই না বলা যায়,0,9
"খেলতে ইংল্যান্ড, নিউজিল্যান্ড, অস্ট্রেলিয়ার বিরুদ্ধে এদের সাথে খলে হারলেও শিখার আছে অনেক???",0,9
ব্যালেন্স টিম ছাড়া অগ্রগতি সম্ভব না,0,9
ব্যালেন্স টিম গঠন হচ্ছে না।কিছু প্লেয়ার আছে আসছে আর যাচ্ছে,0,6
"বিশ্বাস করেন ভাই..খেলা চলে এখন জানলাম..
কিন্তু এক সময় এই খেলা দেখার জন্য সারাদিন টিবির সামনে বসে থাকতাম",0,4
বেচারা জিম্বাবুয়ে,0,6
বাংলাদেশ সবসময়ই এভাবেই ভালো খেলুক এবং জিতুক এটাই আমাদের চাওয়া! ভালোবাসা ও শুভকামনা! ❤,0,3
হারানো আত্মবিশ্বাস  পাইছে??,0,4
"চলে যাওয়ার পরেই কারো প্রয়োজনীতা অনুভব করা যায়... 
একদিন মিস করবো
আমাদের একজন মাশরাফি ছিলো",0,3
আরো কিছু ম্যাচ খেলা দরকার।,0,3
আফিফ আর মিথুনকে রাখা দরকার ছিল,0,4
অভিনন্দন মুশফিকুর রহিম বাংলাদেশের মার্ক বাউচার,0,8
",
এমন ছবিতে মাশরাফি হয়ত এটাই শেষবার,ভাবা যায়?",0,8
"#তামিম_ভাইয়ের_দুর্দান্ত_সেঞ্চুরি_উপলক্ষে_আজকে_আকাশ_ডিটিএইচ_কিনলে_৪০০_টাকা_ক্যাশব্যাক।
",0,9
চাপাবাজি কইরোনা মাশরাফির বিদায় বেলায় কোন আয়োজন নাই বিসিবি ,0,9
"দুর্বল দলের বিরুদ্ধে এ রেকর্ডের  মূল‍্য নেই ,  ইন্ডিয়া, পাকিস্তান, শ্রীলঙ্কা বিরুদ্ধে এই রেকর্ড  করতে হবে। তাহলেই টাইগার...",0,9
"লিঠন বাংলাদেশ ক্রিকেটের এক সম্ভবনা,,ঠিক মত তাকে গাইড দিলে একসময় আরো বড় মানের খেলোয়াড় হতে পারে।",0,9
ছবিটা স্মৃতি হয়ে থাকবে একজনের ইতি আর বাকীদুইজনের শুরু,0,9
বৃষ্টি কি বন্ধ হয়েছে...??,0,9
বৃষ্টি কি কমেছে?,0,9
"খেলার মাঠে অধিনায়ক পরিবর্তন হতে পারে,
কিন্তু আপনি আমার অধিনায়ক হয়ে থাকবেন চিরদিন
শুভ কামনা রইলো অধিনায়ক ",0,8
এই হলো আমাদের ক্রিকেট সব জায়গায় ঝামেলা থ্যাংক ইউ লিটন ভাই মাশরাফি ভাইকে এমন একটা জয় উপহার দেওয়ার জন্য,0,6
ভালো লাগার একজন ,0,6
কেনিয়া দল টা নাই কেন!!!,0,7
তারা শুধু জিম্বাবুয়ের সাথেই শক্তি পায় কোথা থেকে তা আজও বুজলাম না,0,7
বিয়ের পর খেলোয়াড়েরা এতো ভালো করে কেনো?,0,7
ন্যাশনাল টিমের সবাইকে আবার বিয়ে দেয়ার জোর দাবি জানাচ্ছি,0,7
তামিম আরো একবার তার টেস্ট খেলার প্রতিভা দেখাচ্ছেন।,0,7
শত শত জিম্বাবুয়ে চাই....,0,7
"ইনশাআল্লাহ তামিম ভাই ভাল কিছু দেখাবে......
শুভ কামনা....",0,8
এমন করে বললেন যেন অস্ট্রেলিয়ার সাথে।,0,9
"সামনে পাকিস্তান সিরিজ, সেখানে এমন ব্যাটিং দেখতে চাই।",0,9
বিয়ের পর সৌম্য ও লিটন পুরাই ফর্মে!,0,9
নববধূর জন্য এর চেয়ে সেরা উপহার একজন ক্রিকেটার স্বামীর জন্য আর কি হতে পারে,0,9
কথা ও নকল করে নাকি অরা? সেইম টাইপ কথা মুশফিক বলসে টেস্টে ডাবল মারার পরে,0,9
"পাকিস্তান, অস্ত্রেলিয়া,  ইংল্যান্ড, নিউজিল্যান্ডের সাথে এমন ভালো খেলতে পারলে তখন বুঝা যাবে লিটন দাস ভালো খেলতে পারে",0,9
জিম্বাবুয়ের মত একটা অসহায় দুর্বল দলের সাথে ভালো খেলে নাম করে লাভ নাই,0,9
ইংল্যান্ডের সাথে কি টি২০ সিরিজ খেলবে নাকি আয়ারল্যান্ডের সাথেই ইংল্যান্ডের মাঠে খেলবে??,0,8
আর যাই হোক ইন্ডিয়ার মাটিতে ভালো করা তো ঝড়ে বগে হয় নাহ।,0,6
"১৯ মার্চ ২০১৭

🇧🇩 বাংলাদেশের শততম টেস্টে ম্যাচ আজকের এইদিনে হয়েছিল ৷

💯 নিজেদের শততম টেস্টে জয় পেয়েছিল বাংলাদেশ, সিরিজ ড্র করেছিল ১-১ ব্যবধানে।",0,6
জিম্বাবুয়ে  আর পাকিস্তান  সিরিজে কি হল বুঝলাম নাহ।,0,7
অনলি লিটন ব্রো ইজ্রিয়েল,0,7
অনেক শুভ কামনা রইল লিটন দাসের জন্য।,0,7
দাদা বড় দলগুলোর সাথে এভাবে খেলে দিতে হবে,0,7
নাইম পোলাটা ইন্ডিয়া  সিরিজে এত স্ট্রাইক রেটে ব্যাটিং করল।,0,7
"সারাবিশ্বের সকল খেলাধুলা বন্ধ হলেও বাংলাদেশের বিশ্বকাপ চালু আছে,,,এই সূচকেও বাংলাদেশ এগিয়ে",0,7
তাহলে বাসা থেকে দূরে চলে যাবো,0,8
সময়ের সেরা সিদ্ধান্ত,0,9
বেচে থাকলে আরো অনেক সিরিজ খেলতে পারবে।,0,9
"যেভা‌বে সবাই এখনও চল‌ছে, তা‌তে সব‌চে‌য়ে বে‌শি সমস্যায় পড়‌বেন বাংলা‌দে‌শের ক্রি‌কেটার",0,9
ক্রিকেট  আগের তেজ আর নেই,0,9
"মাঝে মাঝে মনে চায় তামিম, মুসি,রিয়াদদের বাদ দিয়ে  টিম তৈরী করা হলে শুধু ওয়ার্ল্ডকাপ না মঙ্গলগ্রহ কাপ জিতে নিয়ে আসবে।",0,9
পাপনের ৩ জন প্রিয় ১ / লিটন ২/ আফিফ ৩/ মিঠুন,0,9
এখন খেলা নিয়ে চিন্তা করছি না,0,9
সেই আশরাফুলকে তোমরা কতটা মূল্যায়ন করেছো নাজমুল পাপনের বিসিবি।,0,8
"একজন কিংবদন্তীর আবির্ভাব ঘটেছিলো বাংলার ক্রিকেটে।সে নিজ মহিমায় আমাদের বারং বার  উদ্বেলিত করেছে। 
",0,6
ক্রিকেট পারা শুন্য,0,6
সিলেট প্রতিবারই সবচেয়ে দূর্বল টিম গড়ে। কারণটা জানিনা। ,0,7
আমাদের সিলেটিদের বিষয়টি খুব লজ্জাজনক আমার কাছে মনে হয়।,0,7
ইতিহাসের সব চেয়ে বাজে টিম গড়েছে সিলেট। ,0,7
আর সেটা আমাদের সিলেটের জন্য অনেক লজ্জার বিষয়।এরকম ভাবে কি দরকার ছিল সিলেটের নাম দিয়ে খেলানোর।,0,7
জাতি জানতে চাই বিপিএল খেলা এবার দেখতে জনগণ কেন আগ্রহী নই!,0,7
সেরা খেলোয়াড়,0,7
বাংলাদেশের অধিকাংশ ক্রিকেটারই যে গুনগত মানের খেলার জন্য প্রস্তুত নয় সেটা চোখে আঙ্গুল দিয়ে দেখিয়ে দিয়েছেন ইডেন টেষ্ট,0,8
খেলার দরকার নেই। কারা জিতবে সে আগে থেকে ঠিক থাকে,0,7
বিশ্ব ক্রিকেটে বাংলাদেশের অবকাঠামো এখনো যে কতোটা দুর্বল  ।। প্রশ্ন হচ্ছে তারা এতো সুবিধা পাওয়ার পরও কি দিয়েছে? কি অর্জন করেছে?,0,7
বাংলাদেশ আজকে জিতবে। ,0,7
লিজেন্ডরা কোন একদিন  বিরাট কোহলির এই পিক টা কাজে লাগাবে😊,0,1
 ৪০০ এর উপর রান করে ভারতকে দ্বিতীয় ইনিংসে ৮০ রানের মধ্যে আউট করলেই তো হল।,0,1
এটা খুবই লজ্জাজনক ব্যাপার,0,1
কলকাতায় দর্শকেরা ৪র্থ দিনের টিকেট কেটে খেলা দেখতে না পারা  তা বুঝানো মুসকিল,0,1
"আর সুনিল গাভাস্কারের মুখে ''অর্ডিনারী তাদের সবকিছুই অর্ডিনারী,টস দিয়ে কি হবে'' এইসব কথা শুনা,এইসমস্ত বেপারগুলো যে কত লজ্জাকর!",0,2
" অধিনায়ক মুমিনুল হক বলেছেন, ভারতের বিপক্ষে দুই টেস্টে যে ভুলগুলো করেছে তা থেকে শিক্ষা নিবে বাংলাদেশ।",0,2
কদিন আগে আফগানিস্তানের বিপক্ষে হেরেও ঠিক একই কথা বলা হয়েছিল,0,2
 প্রশ্ন হচ্ছে কবে শোধরাবে বাংলাদেশ? ,0,2
প্লেয়ারদের ঈদ বোনাস হিসাবে দেওয়া হয়েছে ১৪কোটি টাকা তবুও তারা আন্দোলন করে তাদের আরো লাগবে!,0,2
বাংলাদেশ ক্রিকেট বোর্ড থেকে পাপনকে সরিয়ে দেয়া হোক। ,0,4
 পাপনের জন্যই আজ সাকিবকে  খেলা  থেকে বন্ধ থাকতে হচ্ছে।,0,4
দাদা ইতিহাস হয়ে থাকবে... বাঙালির গর্ব...,0,4
Soumya থাকলে দেখাই দিতো,0,4
বিপিএলের প্লেয়ার ড্রাপট কয়টায়,0,6
"এত বেশি রান পিছিয়ে!!তাও মাত্র নয় উইকেট হাতে আছে!!😱😱
পারবে তো ইন্ডিয়া ঐরান ওভারটেক করতে!!🙄🙄🙄",0,3
হয়তো আবারও একটা তারা খসে পরার অপেক্ষায় 😥😥😥,0,4
জাতীয় দলে অন্নেক সুযোগ পেয়েও সবসময় ব্যর্থ হতো বলে তাকে দেখলেই শইলডার মধ্যে রাগ লাগত। । ,0,3
"আমগো_ লগেই সবাই মেইডেন ফিফটি, মেইডেন সেঞ্চুরি, মেইডেন ডাবল সেঞ্চুরি করে!_🏏",0,3
"যার নামের শুরু পাপ দিয়ে, শেষটাও পাপের পথেঁ হাটবে এটাই স্বাভাবিক,",0,4
ভারতের ক্রিকেটারেরা হারলে বাড়িতে আগুন দেয় আর বাংগালীরা হারলে পেয়াজের মালা দিয়া সংবর্ধনা দেয় 😬,0,8
"বাংলাদেশ কেন এমন দূষিত আবহাওয়ায় খেলবে ? 
আমাদের খেলোয়াড়দের ওখানে খেলা উচিত হবে না",0,8
আমি মন থেকে চাই বাংলাদেশ হারুক।কারন বাংলা জিতলে লাভ হবে  পাপনের।,0,9
অজ্ঞাত দীপক আগরওয়াল কে চিনে রাখুন।,0,9
"বুকির সঙ্গে টেলিফোনে কথা: শাকিব-আল হাসানকে ২ বছর নিষিদ্ধ করল আইসিসি, অভিযোগ স্বীকার করায় সাজা কমে ১ বছর",0,9
"আশা নিয়ে বসে ছিলাম খেলা দেখব কিন্তু তা আর হচ্ছে না, বৃষ্টি পড়া থামবে কিনা কিছুই বুঝতেছি না,,কেউ মাঠের খবর জানলে বলেন",0,6
খুলনা জেলা ধন্য তোমার মত ক্রিকেটারের জন্ম দিতে পেরে😋,0,4
"
বিশ্বকাপের জন্য,জুনিয়র দের সুযোগ দেন,
",0,6
"এভাবে চলতে থাকলে আমরা,জিম্বাবুয়ের মতো হয়ে যাবো।",0,3
ক্রিকেট পাগল বাংলাদেশ,0,4
"আমরা স্বার্থ চাইনা,চাই বাংলাদেশের মানুষের বুকে ক্রিকেট বেচে থাকুক।",0,3
"বাংলাদেশের জাতীয় ক্রিকেট দলে সবচেয়ে জঘন্য
যেটা হয় তা হলো ৪-৫ জন খেলোয়াড় দলে পার্মানেন্ট
খেলে। তারা ফর্মে-বিনা ফর্মে,ফিট-আনফিট সর্ব
অবস্থায় খেলবে। সাকিব বলেছিলো কোনো খেলোয়াড়
যখন জাতীয় দলে খেলার জন্য প্রস্তুত থাকেনা তখন তার
খেলা উচিৎ না।তারপর যে খেলোয়াড়(ঐ ৪-৫ জন ব্যতিত) জাতীয় দলে নিয়মিত বাজে খেলছে তাকেও কে বাদ দেওয়া হচ্ছেনা। আর এটা হওয়ার কারণ পাইপ লাইনে খেলোয়াড় না থাকা। কারণ এদেশের ঘরোয়া
ক্রিকেটের মান খারাপ, আর প্রচুর পরিমাণে অনিয়ম-
দুর্নীতি তো এদেশে হবে এটাই সাভাবিক।। সৌরভ গাঙ্গুলি বারবারই বাংলাদেশের ঘরোয়া ক্রিকেটের মান উন্নয়ন নিয়ে কথা বলে আসছে।",0,3
"অনেক, অনেক,শুভকামনা.😍বাংলাদেশ এর জন্য",0,4
বৃষ্টি ও পারলো না বাংলাদেশকে লজ্জার হাত থেকে রেহাই করতে,0,8
এই জন্যই পেস নির্ভর টীম গুলা বাংলাদেশে এসে টেস্ট খেলতে চায় না!,0,8
এই হল বাঙ্গালি ভালো করলে পাশি আছি নাইলে নাই,0,9
ইংল্যান্ড একবার এই ফাদে পা দিসিল! মারা খাইছে। ,0,9
বাংলাদেশের ক্রিকেট এর আকাশে ভয়াল কালোমেঘ দেখা যাচ্ছে।।।।কি করুন অবস্থা আমরা ভেবে দেখিনা।।,0,9
এই গুলা ছেচড়ামি ছাড়া কিছুই না!,0,9
হারলে হারুক প্রবলেম নেই হারতেই পারে তাই বলে এগুলা পোস্ট করার মানে হয় না।,0,9
"একমাত্র বেয়াদব সাকিব এর জন্যই টিম টিকে আছে,দিতীয় ভরসা মুসফিক",0,9
"তামীম,মাসরাফী গেছে,মাহমুদুল্লাহ একেবারে নিস্প্রভ",0,9
"মুস্তাফিজ,লিটন,সাব্বির,মেহেদীরাও অনেক আগেই নিস্প্রভ হয়ে গেছে।",0,8
"।আবেগী বাংগালীরা খেলা বোঝেনা,World cup এর সপ্ন সবাই দেখে।",0,6
কিন্তু আজও বাংলাদেশ একটা ইন্টারন্যাশনাল ট্রফির সাধ পাইনি,0,6
কিন্তু অন্যদের ট্রল করার দিক দিয়ে ঠিকি আমরা চ্যাম্পিয়ন।যেখানে তামীম দের মত প্লেয়ার রা ট্রল হয় সেখানে অন্যদের কথা নাই বললাম,0,7
"কদিন পর এই তামীম,সাকিব রাও যাবে বাংলাদদেশ নিশ্চুপ হয়ে অতলে ডুবে যাবে লিখে রাখ তোরা!!",0,7
খবর আছে বাংলাদেশের 😢😢😢😢,0,7
শুভকামনা রইলো বাঘিনীদের জন্য 🐆🐯,0,7
বিপিএল বরিশাল দল থাকবে,0,7
দেখা যাক কি হয়.?,0,7
